season_year,surface,tournament_name,tournament_key,cpi,ta_surface_speed,sample_size,source_url,updated_at
2024,Hard,Shanghai Masters,shanghai masters,1.16,1.16,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2024,2026-06-24T13:34:00Z
2024,Hard,Stockholm,stockholm,1.08,1.08,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2024,2026-06-24T13:34:00Z
2024,Hard,Tokyo,tokyo,1.17,1.17,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2024,2026-06-24T13:34:00Z
2024,Hard,Tour Finals,tour finals,1.37,1.37,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2024,2026-06-24T13:34:00Z
2024,Hard,US Open,us open,1.04,1.04,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2024,2026-06-24T13:34:00Z
2024,Hard,United Cup,united cup,1.02,1.02,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2024,2026-06-24T13:34:00Z
2024,Hard,Vienna,vienna,1.15,1.15,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2024,2026-06-24T13:34:00Z
2024,Hard,Washington,washington,1.21,1.21,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2024,2026-06-24T13:34:00Z
2024,Hard,Winston-Salem,salem,1.02,1.02,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2024,2026-06-24T13:34:00Z
2025,Clay,Barcelona,barcelona,0.57,0.57,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Clay,Bastad,bastad,0.85,0.85,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Clay,Bucharest,bucharest,0.43,0.43,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Clay,Buenos Aires,buenos aires,0.9,0.9,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Clay,Geneva,geneva,0.71,0.71,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Clay,Gstaad,gstaad,1.06,1.06,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Clay,Hamburg,hamburg,0.57,0.57,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Clay,Houston,houston,0.76,0.76,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Clay,Kitzbuhel,kitzbuhel,0.8,0.8,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Clay,Madrid Masters,madrid masters,0.78,0.78,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Clay,Marrakech,marrakech,0.78,0.78,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Clay,Monte Carlo Masters,monte carlo masters,0.55,0.55,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Clay,Munich,munich,0.64,0.64,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Clay,Rio de Janeiro,rio de janeiro,0.91,0.91,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Clay,Roland Garros,roland garros,0.68,0.68,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Clay,Rome Masters,rome masters,0.6,0.6,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Clay,Santiago,santiago,0.71,0.71,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Clay,Umag,umag,0.8,0.8,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Grass,Eastbourne,eastbourne,0.75,0.75,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Grass,Halle,halle,1.24,1.24,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Grass,Mallorca,mallorca,1.07,1.07,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Grass,Queen's Club,queen s club,1.35,1.35,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Grass,Stuttgart,stuttgart,1.38,1.38,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Grass,Wimbledon,wimbledon,1.09,1.09,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Grass,s Hertogenbosch,s hertogenbosch,0.99,0.99,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Acapulco,acapulco,0.81,0.81,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Adelaide,adelaide,1.1,1.1,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Almaty,almaty,1.16,1.16,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Athens,athens,2.0,2.0,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Auckland,auckland,0.93,0.93,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Australian Open,australian open,1.07,1.07,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Basel,basel,1.44,1.44,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Beijing,beijing,1.05,1.05,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Brisbane,brisbane,1.27,1.27,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Brussels,brussels,1.34,1.34,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Canada Masters,canada masters,1.02,1.02,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Chengdu,chengdu,1.18,1.18,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Cincinnati Masters,cincinnati masters,1.19,1.19,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Dallas,dallas,1.2,1.2,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Delray Beach,delray beach,1.09,1.09,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Doha,doha,1.07,1.07,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Dubai,dubai,1.0,1.0,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Hangzhou,hangzhou,1.38,1.38,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Hong Kong,hong kong,1.31,1.31,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Indian Wells Masters,indian wells masters,0.73,0.73,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Laver Cup,laver cup,0.55,0.55,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Los Cabos,los cabos,1.01,1.01,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Marseille,marseille,1.05,1.05,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Metz,metz,1.34,1.34,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Miami Masters,miami masters,1.17,1.17,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Montpellier,montpellier,1.09,1.09,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Next Gen Finals,next gen finals,0.81,0.81,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Paris Masters,paris masters,0.99,0.99,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Rotterdam,rotterdam,0.77,0.77,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Shanghai Masters,shanghai masters,1.08,1.08,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Stockholm,stockholm,0.9,0.9,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Tokyo,tokyo,1.18,1.18,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Tour Finals,tour finals,1.4,1.4,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,United Cup,united cup,1.17,1.17,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Us Open,us open,0.96,0.96,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Vienna,vienna,1.25,1.25,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Washington,washington,1.17,1.17,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2025,Hard,Winston-Salem,salem,1.1,1.1,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-06-24T13:34:00Z
2026,Clay,Barcelona,barcelona,0.5,0.5,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Clay,Bucharest,bucharest,0.45,0.45,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Clay,Buenos Aires,buenos aires,0.51,0.51,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Clay,Geneva,geneva,0.67,0.67,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Clay,Hamburg,hamburg,0.54,0.54,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Clay,Houston,houston,0.77,0.77,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Clay,Madrid Masters,madrid masters,0.9,0.9,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Clay,Marrakech,marrakech,1.04,1.04,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Clay,Munich,munich,0.63,0.63,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Clay,Rio de Janeiro,rio de janeiro,1.01,1.01,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Clay,Rome Masters,rome masters,0.64,0.64,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Clay,Santiago,santiago,0.73,0.73,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Grass,Halle,halle,1.14,1.14,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Grass,Queen's Club,queen s club,1.03,1.03,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Grass,Stuttgart,stuttgart,1.33,1.33,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Grass,s Hertogenbosch,s hertogenbosch,0.93,0.93,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Hard,Acapulco,acapulco,1.09,1.09,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Hard,Adelaide,adelaide,1.08,1.08,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Hard,Auckland,auckland,1.04,1.04,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Hard,Australian Open,australian open,1.08,1.08,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Hard,Brisbane,brisbane,1.11,1.11,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Hard,Dallas,dallas,9.0,9.0,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Hard,Delray Beach,delray beach,1.26,1.26,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Hard,Doha,doha,0.87,0.87,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Hard,Dubai,dubai,1.29,1.29,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Hard,Hong Kong,hong kong,0.99,0.99,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Hard,Indian Wells Masters,indian wells masters,1.1,1.1,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Hard,Miami Masters,miami masters,1.15,1.15,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Hard,Montpellier,montpellier,1.34,1.34,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Hard,Rotterdam,rotterdam,0.86,0.86,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
2026,Hard,United Cup,united cup,1.06,1.06,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-06-24T13:34:00Z
